Reading,-852.00,-612.00,1332.00
Reading,-847.00,-610.00,1316.00
Reading,-858.00,-614.00,1329.00
Reading,-852.00,-609.00,1328.00
Reading,-853.00,-602.00,1344.00
Reading,-854.00,-614.00,1343.00
Reading,-840.00,-609.00,1336.00
Reading,-852.00,-612.00,1327.00
Reading,-854.00,-611.00,1322.00
Reading,-851.00,-610.00,1330.00
Reading,-854.00,-604.00,1317.00
Reading,-853.00,-605.00,1339.00
Reading,-856.00,-604.00,1343.00
